kpv	vizindorshkola.ucoz.ru	1	246	246
kpv	elecard-net-transcoder-sdk-eval.updatestar.com	1	23	23
kpv	forum.hackzona.ru	1	51	51
kpv	electroniclibrary21.ru	1	67	67
kpv	legko-i9.ru	1	141	141
kpv	mksletka.com	1	103	103
kpv	km.krags.ru	2318	719150	272.0
kpv	epsonnet-sdk-for-windows.updatestar.com	2	20	10.0
kpv	kortcbs.ru	1	335	335
kpv	nnm-club.me	1	76	76
kpv	yssur-pro.clan.su	1	457	457
kpv	ytube.com.ua	1	101	101
kpv	knigilib.net	1	505	505
kpv	mestiko.ru	4	2518	543.0
kpv	dark-city.su	1	253	253
kpv	wikibit.me	2	3494	1747.0
kpv	lib.guru.ua	1	25	25
kpv	kharkovforums.com	1	126	126
kpv	rockufa.ru	1	448	448
kpv	webkind.ru	11	1053	107
kpv	forum.alpari.ru	1	413	413
kpv	cross-kpk.ru	1	5	5
kpv	kniga.seluk.ru	4	8284	1502.0
kpv	moi-rang.ru	1	513	513
kpv	klavogonki.ru	1	106	106
kpv	zvezdakomi.ru	3	1101	508
kpv	rebzi.ru	1	130	130
kpv	hazaria.ucoz.ru	1	901	901
kpv	moskva.myclienty.ru	1	113	113
kpv	jofu.ru	1	38	38
kpv	forum.ykt.ru	1	308	308
kpv	pigulin.livejournal.com	1	73	73
kpv	2uzora.ru	1	457	457
kpv	siberian-huskie.livejournal.com	1	53	53
kpv	song-translate.ru	1	202	202
kpv	meganorm.ru	1	243	243
kpv	originaldisk.ru	1	459	459
kpv	animewow.ru	1	140	140
kpv	spetshkola.narod.ru	1	994	994
kpv	kids-online.ru	1	178	178
kpv	annot.ru	1	337	337
kpv	forum.satanism.ru	2	683	341.5
kpv	nmks.ru	1	538	538
kpv	rkomi.ru	2177	190618	76
kpv	updatestar.com	10	491	50.0
kpv	knectly.ucoz.ru	1	1182	1182
kpv	kontur-project.ru	1	456	456
kpv	directwatch.ru	3	15	4
kpv	eskomizdat.ru	1	346	346
kpv	flotering.ru	1	85	85
kpv	joinmuse.ru	1	680	680
kpv	m-iz.ru	4	901	165.5
kpv	bnkomi.ru	9	1246	130
kpv	ru.tfode.com	1	164	164
kpv	proza.ru	3	2352	809
kpv	astrologic.ru	1	152	152
kpv	gost.rosteststandart.ru	1	237	237
kpv	facebot.ru	1	97	97
kpv	stoflamingo.ru	1	25	25
kpv	plesetsk-info.ru	1	89	89
kpv	tigors.net	1	47	47
kpv	svaik.blogspot.ru	4	1254	354.0
kpv	torgona.ru	1	81	81
kpv	nvidia-cuda-sdk.updatestar.com	1	22	22
kpv	komikyv.org	9	36	4
kpv	ppsrk.ru	25	11037	391
kpv	komivoityr.com	20	8454	297.0
kpv	Falenki.ru	1	162	162
kpv	ww.w.hobbitaniya.ru	1	129	129
kpv	nkp-moskstorozh.ru	1	133	133
kpv	urokivyazaniya.ru	1	65	65
kpv	lib.meta.ua	1	2847	2847
kpv	ryazyan.ru	1	478	478
kpv	salda.ws	16	3745	232.5
kpv	vprognoze.ru	2	418	209.0
kpv	musicforums.ru	1	215	215
kpv	xn--80aacc4bir7b.xn--p1ai	1	61	61
kpv	music.lib.ru	3	2436	735
kpv	xn--80ahifkikdbgb5ac3hwe.xn--p1ai	1	327	327
kpv	xn--90aciiggf4aqn6o.xn--p1ai	1	7	7
kpv	news.ngs.ru	1	1071	1071
kpv	job.dn.ua	1	49	49
kpv	foto-planeta.com	4	236	51.5
kpv	zarya.smikomi.ru	7	3425	438
kpv	kebrasa.blogspot.ru	3	1375	152
kpv	lovehate.ru	1	59	59
kpv	ruclip.com	1	708	708
kpv	mizgulin.ru	1	55	55
kpv	tuvsovja.blogspot.ru	13	9035	264
kpv	autosaratov.ru	2	158	79.0
kpv	e-reading.mobi	1	252	252
kpv	mus3.ru	3	941	312
kpv	oper.ru	1	206	206
kpv	kuchewaewa.jimdo.com	1	143	143
kpv	shkola-vsem.ru	1	37	37
kpv	jugor.umi.ru	1	446	446
kpv	beta.mediareg.com	1	37	37
kpv	ngpedia.ru	1	15	15
kpv	agro-ukraine.com	1	51	51
kpv	sergeinoskov.ucoz.ru	1	30	30
kpv	xn--80aaaalnn7bzals.xn--p1ai	5	647	114
kpv	umorina.info	9	3560	298
kpv	mijanvicko.blogspot.ru	3	293	85
kpv	klan-men.at.ua	1	14	14
kpv	forum.theprodigy.ru	1	1065	1065
kpv	tatconsultant.ru	1	467	467
kpv	lookaround.today	2	50	25.0
kpv	50ds.ru	1	124	124
kpv	matchey.ru	1	59	59
kpv	sexkruzok.ru	1	48	48
kpv	volgota.com	1	211	211
kpv	rock.ru	1	185	185
kpv	bird-phoenix.ru	2	151	75.5
kpv	ezhvajyvsa.blogspot.ru	1	1299	1299
kpv	allmir.in.ua	1	30	30
kpv	insovet.ru	1	370	370
kpv	artgroup-newage.ru	1	456	456
kpv	ru-wiki.org	1	527	527
kpv	windows-phone-sdk-extensions-for-xna-game-studio.updatestar.com	1	1	1
kpv	skorokhod.narod.ru	1	14	14
kpv	testsoch.info	1	541	541
kpv	nbrkomi.ru	10	7454	602.5
kpv	lovelysong.ru	1	175	175
kpv	zaeto.ru	1	138	138
kpv	dicipedia.com	3	66	29
kpv	muzozo.ru	1	220	220
kpv	electronic-search.ru	1	145	145
kpv	gor-news.ru	1	41	41
kpv	gonduras.net	1	1654	1654
kpv	novosti-n.org	1	21	21
kpv	jooov.net	4	399	97.5
kpv	mash-xxl.info	1	65	65
kpv	youtube.com	2	193	96.5
kpv	classifields.ru	1	48	48
kpv	alica-chan.diary.ru	1	45	45
kpv	crysis-russia.com	1	268	268
kpv	inesska-true.livejournal.com	1	154	154
kpv	got.vg	1	56	56
kpv	detsex.krovatka.ru	1	26	26
kpv	http.m.bnkomi.ru	5	1796	135
kpv	opt-union.ru	2	279	139.5
kpv	volvo.com.ua	1	376	376
kpv	aluarium.net	1	108	108
kpv	m.bnkomi.ru	1	37	37
kpv	ModernLib.ru	1	196	196
kpv	badelskkomi.svoiforum.ru	4	18277	3973.5
kpv	puzikov.com	1	58	58
kpv	komionline.ru	1	276	276
kpv	globalfolio.net	1	54	54
kpv	xn--b1axaggg.xn--80abbembcyvesfij3at4loa4ff.xn--p1ai	1	37	37
kpv	masterxoster.ru	1	1404	1404
kpv	psinovo.ru	1	301	301
kpv	topdownloads.ru	1	56	56
kpv	mognovse.ru	2	250	125.0
kpv	rdtkomi.ru	1	72	72
kpv	zh-hk.prod.facebook.com	1	1	1
kpv	pozhegshkola.org.ru	1	1939	1939
kpv	xn----ttbdejohge1g.xn--p1ai	1	239	239
kpv	StandartGost.ru	4	574	113.5
kpv	happy7i.ru	1	74	74
kpv	speedruns.ru	1	836	836
kpv	alibet.net	1	614	614
kpv	tvoyaparallel.ru	1	371	371
kpv	mrmarker.ru	2	173	86.5
kpv	sit-salsk.ru	1	521	521
kpv	artlad.ru	9	35515	685
kpv	tarabukina.ru	1	238	238
kpv	StranaMam.ru	1	251	251
kpv	psy-d-12.flybb.ru	1	68	68
kpv	pro-kuhnu.ru	1	61	61
kpv	WeNet.a42.ru	2	439	219.5
kpv	dmbchat.ru	2	1706	853.0
kpv	datingplaces.ru	1	2040	2040
kpv	kuimju.blogspot.ru	15	3312	108
kpv	iplayer.fm	2	230	115.0
kpv	rinotik.ru	1	219	219
kpv	pbrus.org	1	168	168
kpv	ul.barahla.net	1	28	28
kpv	coins.lave.ru	1	186	186
kpv	pozhegshkola.ru	3	3575	1176
kpv	akimovaln.ucoz.ru	1	645	645
kpv	azbyka.ru	1	151	151
kpv	xn--80aaah3byadj6e.xn--p1ai	2	36	18.0
kpv	biceps-spb.ru	1	458	458
kpv	lib.e-science.ru	1	79	79
kpv	CyberForum.ru	1	153	153
kpv	nyaken.tk	1	1073	1073
kpv	nscleaning.ru	1	47	47
kpv	udaff.com	18	99027	4378.5
kpv	kurer-sreda.ru	1	174	174
kpv	tr-shpriyr.ucoz.ru	1	208	208
kpv	booksonchemistry.com	1	36	36
kpv	lib.exdat.com	2	172	86.0
kpv	textpesni2.ru	3	828	233
kpv	files.stroyinf.ru	1	441	441
kpv	ti-poet.ru	1	131	131
kpv	dshinin.ru	1	3	3
kpv	prochtu.ru	1	636	636
kpv	fulib.ru	1	147	147
kpv	bnkomi2.baitek.org	4	475	125.0
kpv	masseffect2.in	1	706	706
kpv	songspro.ru	1	105	105
kpv	ds99.ru	1	148	148
kpv	gsrk.ru	1	738	738
kpv	blog.bnkomi.ru	1	581	581
kpv	slavik.babil.komputilo.org	1	24	24
kpv	lists.gnu.org	1	32	32
kpv	styleadviser.ru	1	29	29
kpv	artlad.ru:81	6	23998	2844.5
kpv	sbguild.4bb.ru	1	260	260
kpv	gerodot.ru	1	250	250
kpv	kk.docdat.com	1	506	506
kpv	savedwebhistory.org	1	13963	13963
kpv	svetlana-1971.ucoz.ru	1	33	33
kpv	zhurnalko.net	2	187	93.5
kpv	neizvestniy-geniy.ru	2	348	174.0
kpv	incorparate.ru	1	31	31
kpv	bookzie.com	1	234	234
kpv	newzet.com	1	529	529
kpv	kolananebog.blogspot.ru	4	1556	293.5
kpv	joojoo.com.ua	1	22	22
kpv	slideboom.com	2	370	185.0
kpv	kinozombi.ru	1	103	103
kpv	businesskomi.ru	1	942	942
tab	h.ua	1	1527	1527
tab	tavasporan.flybb.ru	14	13550	386.0
tab	portal21.ru	1	4	4
tab	proza.ru	1	668	668
tab	stihi.ru	4	331	76.5
tab	luchenko.com	1	579	579
gld	search.rsl.ru	2	83	41.5
gld	xn--b1aeclack5b4j.xn--c1avg.xn--p1ai	1	122	122
gld	upramr.ucoz.ru	1	135	135
gld	khabarovsk.news-city.info	1	217	217
gld	portalkhv.ru	3	129	44
gld	txt.rushkolnik.ru	1	60	60
gld	nebaz.ru	2	367	183.5
gld	xn----7sbhmmddggmr3angpg.xn--p1ai	1	28	28
gld	wopenclass.ru	1	28	28
gld	AmurMedia.ru	2	508	254.0
gld	abc.edu-net.khb.ru	1	21	21
gld	tenderer.ru	1	18	18
gld	eorhelp.ru	1	44	44
gld	khblaws.ru	1	209	209
gld	dfoportal.info	1	221	221
gld	news.khabara.ru	1	46	46
gld	tendery-xabarovsk.initpro.ru	1	67	67
gld	newsy-world.ru	1	5	5
gld	webground.su	1	116	116
gld	etop.portalkhv.ru	10	685	66.5
gld	alib.ru	1	11	11
gld	msk-online.ru	1	5	5
gld	zakon-region3.ru	1	217	217
gld	study-5.ru	2	1374	687.0
gld	adminulchi.ru	1	14	14
gld	djuen-shcool.ucoz.ru	2	173	86.5
gld	khab-open.ru	1	45	45
gld	Deita.ru	2	229	114.5
gld	amursk-rayon.ru	3	183	66
gld	db.openclass.ru	1	28	28
gld	ric.2k.ru	2	34	17.0
gld	belgo.ucoz.ru	2	68	34.0
gld	kniga.seluk.ru	3	11211	5484
gld	multidollar.ru	1	7684	7684
gld	sikachi.ippk.ru	6	4231	650.0
gld	RosTender.info	1	23	23
gld	khabarovsk.spravker.ru	1	16	16
gld	news.mail.ru	1	74	74
gld	shkola-achan.narod.ru	2	756	378.0
gld	school-naihin.obrnan.ru	6	144	14.5
gld	habarinfo.ru	1	13	13
gld	BicoTender.ru	1	22	22
gld	toz.khv.ru	3	81	26
gld	news.rambler.ru	2	106	53.0
gld	AllTenders.ru	1	13	13
gld	khabtime.info	3	98	35
gld	archive.is	1	133	133
gld	findlib.ru	1	28	28
gld	rostov-na-donu7m.ru	1	33	33
gld	arctic-megapedia.ru	1	18	18
gld	trade.su	1	33	33
gld	zakon.7law.info	1	8	8
gld	imz.ucoz.ru	1	57	57
gld	ru.lazarev.wikia.com	1	15309	15309
gld	batanifund.org	1	1	1
gld	levking.ru	1	176	176
gld	minobr.khb.ru	1	12	12
gld	sandbox.openclass.ru	1	45	45
gld	kinopoisk-ru.org	1	183	183
gld	mognovse.ru	1	438	438
gld	any-book.ru	1	10	10
gld	libserver.cnb.dvo.ru	2	13416	6708.0
gld	arkhangelsk7m.ru	1	26	26
gld	priamurka.ru	1	3	3
gld	andana.blog2x2.ru	1	22	22
gld	docs.pravo.ru	1	36	36
gld	xn--90ax2c.xn--p1ai	1	33	33
gld	7law.info	1	11	11
gld	enmusic.ru	1	104	104
gld	kk.docdat.com	1	251	251
gld	opthelp.ru	1	223	223
gld	polpred.com	2	12305	6152.5
gld	anyui.ru	2	63	31.5
gld	regions.ru	1	52	52
gld	TenderGid.ru	1	121	121
dar	dargoteatr.ru	1	375	375
dar	gurik.ru	1	48	48
dar	dargo.ru	17	11827	630
dar	websta.me	2	65	32.5
dar	kon.libed.ru	2	3752	1876.0
dar	zamana.etnosmi.ru	5228	3225285	486.0
dar	dargon17.ucoz.ru	2	609	304.5
dar	hasaibatik.livejournal.com	1	500	500
dar	vbibl.ru	1	1157	1157
dar	stihistat.com	1	18	18
dar	proza.ru	6	87168	1536.0
dar	shaxdag.com	1	65	65
dar	odnoselchane.ru	3	396	18
dar	mognovse.ru	1	1224	1224
dar	stihi.ru	4	12179	124.0
dar	televizor2.ru	1	24	24
dar	daglit05.umi.ru	15	42072	1598
ady	turism-otdih.ru	1	645	645
ady	cherkessia.net	2	448	224.0
ady	arahau.ucoz.ru	1	289	289
ady	grgiroiybiidg.livejournal.com	1	54	54
ady	sport-reporter.ru	1	1312	1312
ady	100pudov.com.ua	1	18	18
ady	rodadygekhase.blogspot.ru	1	273	273
ady	ethnic-cinema-country.ru	2	1520	760.0
ady	izobsrkiyfykr.livejournal.com	1	13	13
ady	tamge.ru	2	897	448.5
ady	adygabza.ru	5	15012	1734
ady	adigea.aif.ru	17	4570	274
ady	ejonok.ru	1	267	267
ady	u4itl.livejournal.com	1	38	38
ady	goethe-verlag.com	67	15409	200
ady	4itaem.com	1	56	56
ady	people.su	1	64	64
ady	list.am	1	13	13
ady	all-oil-firms.ru	1	2	2
ady	helpswimming.ru	1	642	642
ady	natkho.ru	3	4806	745
ady	egerukhay.ru	5	3601	431
ady	bastion35.ru	1	667	667
ady	forum.ge	1	328	328
ady	gudreava18mft.livejournal.com	1	40	40
ady	alexnest.ru	1	59	59
ady	transeurope.ru	1	19	19
ady	gtk-meridian.ru	1	668	668
ady	pandiaweb.ru	1	2	2
ady	vsunduchok74.ru	1	641	641
ady	myzlo.info	2	1262	631.0
ady	tr.wn.com	1	758	758
ady	erumpo.ru	7	1587	226
ady	tehnoprofi-m.ru	1	645	645
ady	w.shax-dag.ru	1	562	562
ady	fotoalbomo.ru	1	2	2
ady	litsoch.ru	2	1038	519.0
ady	arigi.adygnet.ru	2	1544	772.0
ady	tuapsa.blogspot.ru	10	6913	610.0
ady	hapitrack.ru	1	72	72
ady	adygnt.com	3	83	19
ady	st-16.ru	1	646	646
ady	enotpoiskun.ru	1	27	27
ady	pandia.ru	4	4064	853.0
ady	momotik.ru	1	668	668
ady	sundekor.ru	1	657	657
ady	forums.vkmonline.com	1	602	602
ady	fl-t.ru	1	617	617
ady	wormix.net.ua	1	5255	5255
ady	justicefornorthcaucasus.info	1	438	438
ady	bukvasha.ru	1	1037	1037
ady	jobstat.ru	1	641	641
ady	oredade.ru	3	1330	475
ady	proxy.premium-web.de	1	718	718
ady	lubovo.ru	1	640	640
ady	bibliofond.com	2	1195	597.5
ady	seluk.ru	1	748	748
ady	wikibit.me	1	1993	1993
ady	webkind.ru	3	491	182
ady	efremovanenibyf.livejournal.com	1	40	40
ady	circas.ru	5	2518	437
ady	ashkimsin.ru	1	1543	1543
ady	miniobmen.ru	1	146	146
ady	revolution.allbest.ru	4	1542	379.0
ady	originaldisk.ru	1	641	641
ady	forum.33bru.com	1	234	234
ady	duneipsoadygekhase.blogspot.ru	1	308	308
ady	forum.kbrnet.ru	1	708	708
ady	kontur-project.ru	1	638	638
ady	evroxit.ru	1	95	95
ady	psony.ru	1	641	641
ady	proza.ru	6	1126	235.0
ady	detodo.ru	1	201	201
ady	circassian.forum2x2.ru	1	693	693
ady	lib.vkarp.com	1	103	103
ady	hekupse.livejournal.com	2	739	369.5
ady	maykopkhaseadyg.blogspot.ru	2	778	389.0
ady	cinref.ru	1	44	44
ady	kukan.maykop.ru	1	69	69
ady	news.rambler.ru	3	816	261
ady	adygi.ru	7	4210	276
ady	vesnapoetov.ucoz.ru	1	315	315
ady	reflist.mobi	1	659	659
ady	active.by	1	23	23
ady	umorina.info	5	2287	90
ady	twidler.ru	1	982	982
ady	avrom.livejournal.com	1	322	322
ady	tatconsultant.ru	1	649	649
ady	yurii.ru	1	1385	1385
ady	adygei.er.ru	1	117	117
ady	vihsselavhwoe.livejournal.com	1	52	52
ady	eftoxaumuve.livejournal.com	1	52	52
ady	circassianrepatriation.com	1	32	32
ady	artgroup-newage.ru	1	638	638
ady	necherezichs4.ucoz.ru	1	776	776
ady	ru-wiki.org	1	680	680
ady	demiost.com	2	102	51.0
ady	video.ariom.ru	1	83	83
ady	jooov.net	2	187	93.5
ady	godsman.ru	1	644	644
ady	youtube.com	5	635	92
ady	adigasite.com	2	4	2.0
ady	judoclub.ru	7	1348	158
ady	mapama.ru	1	382	382
ady	natpressru.info	19	12744	565
ady	emissia.org	1	33	33
ady	apsnyteka.org.srv2.planetahost.ru	1	4159	4159
ady	akt-zakon.ru	1	304	304
ady	politforums.net	1	57	57
ady	mambotribe.org	1	122	122
ady	adigeyaislam.com	1	385	385
ady	circassiatimes.blogspot.ru	1	322	322
ady	ponejukai.ru	5	745	144
ady	apsnyteka.org	2	14549	7274.5
ady	stihi.ru	8	2602	79.5
ady	fond-adygi.ru	19	21883	647
ady	sit-salsk.ru	1	893	893
ady	my-clip.ru	2	310	155.0
ady	portal-student.ru	1	1410	1410
ady	adygkomnac.ru	2	787	393.5
ady	adygnet.ru	1	94924	94924
ady	raadygekhase.blogspot.ru	2	3912	1956.0
ady	iplayer.fm	2	472	236.0
ady	rust2008.livejournal.com	1	70	70
ady	cerkes.net	1	236	236
ady	ru.forvo.com	2	34	17.0
ady	womensociety.ru	1	642	642
ady	gamlex.ru	6	132	21.0
ady	duzce.adigexase.org	1	1563	1563
ady	dislib.ru	1	198	198
ady	biceps-spb.ru	1	672	672
ady	forum.gorod.dp.ua	1	101	101
ady	stud-baza.ru	1	146	146
ady	udaff.com	1	7301	7301
ady	floweratele.ru	1	641	641
ady	turkce-cherkesce.blogspot.ru	1	292	292
ady	ruthenia.ru	1	450	450
ady	abadzeh.livejournal.com	1	588	588
ady	21israel-music.com	1	114	114
ady	maikop.spravker.ru	1	264	264
ady	abrektr.tr.gg	5	3817	756
ady	avtoreferat.seluk.ru	1	434	434
ady	iip.ru	1	248	248
ady	DipLand.ru	1	74	74
ady	old.rsl.ru	1	27	27
ady	w-10.ru	1	90	90
ady	diplom-portal.ru	1	766	766
ady	circassian.narod.ru	1	1103	1103
ady	knigi.dissers.ru	2	838	419.0
ady	fkremlevsky.ru	1	668	668
ady	0zn.ru	1	1414	1414
ckt	atmyset.ru	1	120	120
ckt	deti.school-egvekinot.edusite.ru	1	486	486
ckt	litresp.ru	2	2641	1320.5
ckt	e-novosti.info	1	718	718
ckt	voyampolka.wordpress.com	1	394	394
ckt	terra.md	2	224	112.0
ckt	forums.drom.ru	1	8863	8863
ckt	ordvor.ru	1	191	191
ckt	zugunder.com	1	45	45
ckt	metodisty.ru	1	244	244
ckt	lbls.ru	4	200	37.5
ckt	forum.israelinfo.co.il	1	237	237
ckt	vokrugsveta.ru	1	241	241
ckt	ukfx.ru	1	127	127
ckt	booksonline.com.ua	2	140	70.0
ckt	radioplai.star.md	1	64	64
ckt	tvoi-consult.ru	1	498	498
ckt	noi.md	1	103	103
ckt	streetbiker.ru	2	227	113.5
ckt	you-books.com	2	2651	1325.5
ckt	vju.ru	4	632	33.0
ckt	popgun.ru	1	384	384
ckt	murrshako-rom.ucoz.ru	1	58	58
ckt	ua-info.biz	1	10	10
ckt	xwz.ru	6	1212	48.5
ckt	booksshare.net	1	78	78
ckt	braziliada.ru	1	196	196
ckt	centrolavr.edusite.ru	1	499	499
ckt	klopp.ru	1	474	474
ckt	home.sinn.ru	1	555	555
ckt	websta.me	2	68	34.0
ckt	edu.tatar-it.ru	1	2	2
ckt	how-to-all.com	1	1222	1222
ckt	zakon-i-normativ.info	1	25	25
ckt	suicide-forum.com	1	628	628
ckt	matbugat.ru	1	745	745
ckt	firstmdmx.livejournal.com	1	67	67
ckt	abunda.ru	1	511	511
ckt	lib.anwap.org	2	43	21.5
